last_name,first_name,team,position,draft_year,debut_date,birthdate,age_exact,age
Alfaro,Jorge,MIA,C,2010,9/12/2016,1993-06-11,26.389041095890413,26
Berti,Jon,MIA,SS,Undrafted,9/26/2018,1990-01-22,29.77260273972603,29
Brice,Austin,MIA,P,2010,8/12/2016,1992-06-19,27.367123287671234,27
Brigham,Jeff,MIA,P,Undrafted,9/02/2018,1992-02-16,27.704109589041096,27
Brinson,Lewis,MIA,CF,2012,6/11/2017,1994-05-08,25.482191780821918,25
Castro,Starlin,MIA,3B,2006,5/07/2010,1990-03-24,29.605479452054794,29
Chen,Wei,MIA,P,2012,4/10/2012,1985-07-21,34.27945205479452,34
Conley,Adam,MIA,P,2011,6/10/2015,1990-05-24,29.438356164383563,29
Cooper,Garrett,MIA,1B,2013,7/14/2017,1990-12-25,28.84931506849315,28
Dean,Austin,MIA,RF,2012,8/15/2018,1993-10-14,26.046575342465754,26
Díaz,Isan,MIA,2B,Undrafted,8/05/2019,1996-05-27,23.43013698630137,23
Dugger,Robert,MIA,P,Undrafted,8/05/2019,1995-07-03,24.328767123287673,24
García,Jarlin,MIA,P,2010,4/14/2017,1993-01-18,26.783561643835615,26
Granderson,Curtis,MIA,LF,2002,9/13/2004,1981-03-16,38.62739726027397,38
Guerrero,Tayron,MIA,P,2009,5/17/2016,1991-01-09,28.80821917808219,28
Guzman,Jorge,MIA,P,Undrafted,-,1996-01-28,23.756164383561643,23
Harrison,Monte,MIA,CF,Undrafted,-,1995-08-10,24.224657534246575,24
Hernandez,Elieser,MIA,P,2011,5/10/2018,1995-05-03,24.495890410958904,24
Holloway,Jordan,MIA,P,Undrafted,-,1996-06-13,23.383561643835616,23
Keller,Kyle,MIA,P,Undrafted,8/04/2019,1993-04-28,26.50958904109589,26
Kinley,Tyler,MIA,P,2013,4/07/2018,1991-01-31,28.747945205479454,28
Lopez,Pablo,MIA,P,2012,6/30/2018,1996-03-07,23.65205479452055,23
Moran,Brian,MIA,P,2009,9/05/2019,1988-09-30,31.084931506849315,31
Prado,Martín,MIA,1B,2001,4/23/2006,1983-10-27,36.010958904109586,36
Almonte,Yency,COL,P,2012,6/21/2018,1994-06-04,25.40821917808219,25
Alonso,Yonder,COL,1B,2008,9/01/2010,1987-04-08,32.56438356164384,32
Arenado,Nolan,COL,3B,2009,4/28/2013,1991-04-16,28.542465753424658,28
Blackmon,Charlie,COL,RF,2008,6/07/2011,1986-07-01,33.33424657534247,33
Butera,Drew,COL,C,2005,4/09/2010,1983-08-09,36.227397260273975,36
Castellani,Ryan,COL,P,Undrafted,-,1996-04-01,23.583561643835615,23
Dahl,David,COL,LF,2012,7/25/2016,1994-04-01,25.583561643835615,25
Davis,Wade,COL,P,2004,9/06/2009,1985-09-07,34.14794520547945,34
Daza,Yonathan,COL,CF,Undrafted,4/09/2019,1994-02-28,25.671232876712327,25
Desmond,Ian,COL,LF,2004,9/10/2009,1985-09-20,34.11232876712329,34
Diaz,Jairo,COL,P,2007,9/08/2014,1991-05-27,28.43013698630137,28
Diehl,Phillip,COL,P,Undrafted,6/11/2019,1994-07-16,25.293150684931508,25
Estévez,Carlos,COL,P,2011,4/23/2016,1992-12-28,26.843798188487163,26
Freeland,Kyle,COL,P,2014,4/07/2017,1993-05-14,26.465753424657535,26
Fuentes,Josh,COL,3B,Undrafted,4/06/2019,1993-02-19,26.695890410958903,26
Garcia,Rico,COL,P,Undrafted,8/27/2019,1994-01-10,25.805479452054794,25
González,Chi,COL,P,2013,5/30/2015,1992-01-15,27.791780821917808,27
Hampson,Garrett,COL,2B,2016,7/21/2018,1994-10-10,25.057534246575344,25
Harvey,Joe,COL,P,Undrafted,4/10/2019,1992-01-09,27.80821917808219,27
Hilliard,Sam,COL,LF,Undrafted,8/27/2019,1994-02-21,25.69041095890411,25
Hoffman,Jeff,COL,P,2014,8/20/2016,1993-01-08,26.81095890410959,26
Lambert,Peter,COL,P,Undrafted,6/06/2019,1997-04-18,22.536986301369865,22
Lawrence,Justin,COL,P,Undrafted,-,1994-11-25,24.931506849315067,24
Márquez,German,COL,P,2011,9/08/2016,1995-02-22,24.687671232876713,24
McGee,Jake,COL,P,2004,9/14/2010,1986-08-06,33.23561643835617,33
Adames,Willy,TB,SS,2012,5/22/2018,1995-09-02,24.161643835616438,24
Anderson,Nick,TB,P,Undrafted,3/28/2019,1990-07-05,29.323287671232876,29
Castillo,Diego,TB,P,2014,6/06/2018,1994-01-18,25.783561643835615,25
Chirinos,Yonny,TB,P,2012,4/01/2018,1993-12-26,25.846575342465755,25
Choi,Ji,TB,1B,2009,4/05/2016,1991-05-19,28.45205479452055,28
d,Arnaud,TB,C,2007,8/17/2013,1989-02-10,30.720547945205478,30
Díaz,Yandy,TB,3B,2013,4/03/2017,1991-08-08,28.23013698630137,28
Drake,Oliver,TB,P,2008,5/23/2015,1987-01-13,32.797260273972604,32
Duffy,Matt,TB,3B,2012,8/01/2014,1991-01-15,28.791780821917808,28
García,Avisaíl,TB,RF,2007,8/31/2012,1991-06-12,28.386301369863013,28
Glasnow,Tyler,TB,P,2011,7/07/2016,1993-08-23,26.18904109589041,26
Kiermaier,Kevin,TB,CF,2010,9/30/2013,1990-04-22,29.526027397260275,29
Lowe,Brandon,TB,2B,Undrafted,8/05/2018,1994-07-06,25.32054794520548,25
McKay,Brendan,TB,P,Undrafted,6/29/2019,1995-12-18,23.86849315068493,23
Meadows,Austin,TB,RF,2013,5/18/2018,1995-05-03,24.495890410958904,24
Morton,Charlie,TB,P,2002,6/14/2008,1983-11-12,35.967123287671235,35
Pagán,Emilio,TB,P,2013,5/03/2017,1991-05-07,28.484931506849314,28
Pham,Tommy,TB,LF,2006,9/09/2014,1988-03-08,31.649315068493152,31
Poche,Colin,TB,P,Undrafted,6/08/2019,1994-01-17,25.786301369863015,25
Roe,Chaz,TB,P,2005,7/01/2013,1986-10-09,33.06027397260274,33
Snell,Blake,TB,P,2011,4/23/2016,1992-12-04,26.909371958978966,26
Sogard,Eric,TB,2B,2007,9/14/2010,1986-05-22,33.443835616438356,33
Wendle,Joey,TB,2B,2012,8/31/2016,1990-04-26,29.515068493150686,29
Yarbrough,Ryan,TB,P,2014,3/31/2018,1991-12-31,27.832876712328765,27
Zunino,Mike,TB,C,2012,6/12/2013,1991-03-25,28.602739726027398,28
Ahmed,Nick,ARI,SS,2011,6/29/2014,1990-03-15,29.63013698630137,29
Almonte,Abraham,ARI,CF,2005,8/30/2013,1989-06-27,30.345205479452055,30
Andriese,Matt,ARI,P,2011,4/10/2015,1989-08-28,30.175342465753424,30
Avila,Alex,ARI,C,2008,8/06/2009,1987-01-29,32.75342465753425,32
Bradley,Archie,ARI,P,2011,4/11/2015,1992-08-10,27.224657534246575,27
Chafin,Andrew,ARI,P,2011,8/13/2014,1990-06-17,29.372602739726027,29
Clarke,Taylor,ARI,P,Undrafted,4/20/2019,1993-05-13,26.46849315068493,26
Crichton,Stefan,ARI,P,2013,4/16/2017,1992-02-29,27.66849315068493,27
Cron,Kevin,ARI,1B,2014,5/24/2019,1993-02-17,26.7013698630137,26
Duplantier,Jon,ARI,P,Undrafted,4/01/2019,1994-07-11,25.306849315068494,25
Dyson,Jarrod,ARI,RF,2006,9/07/2010,1984-08-15,35.21095890410959,35
Escobar,Eduardo,ARI,2B,2006,9/02/2011,1989-01-05,30.81917808219178,30
Flores,Wilmer,ARI,2B,2007,8/06/2013,1991-08-06,28.235616438356164,28
Gallen,Zac,ARI,P,Undrafted,6/20/2019,1995-08-03,24.243835616438357,24
Ginkel,Kevin,ARI,P,Undrafted,8/05/2019,1994-03-24,25.605479452054794,25
Hirano,Yoshihisa,ARI,P,2017,3/29/2018,1984-03-08,35.64931506849315,35
Jones,Adam,ARI,RF,2003,7/14/2006,1985-08-01,34.249315068493154,34
Joseph,Caleb,ARI,C,2008,5/07/2014,1986-06-18,33.36986301369863,33
Kelly,Carson,ARI,C,2012,9/05/2016,1994-07-14,25.2986301369863,25
Kelly,Merrill,ARI,P,Undrafted,4/01/2019,1988-10-14,31.046575342465754,31
Lamb,Jake,ARI,3B,2012,8/07/2014,1990-10-09,29.06027397260274,29
Leake,Mike,ARI,P,2009,4/11/2010,1987-11-12,31.96712328767123,31
Leyba,Domingo,ARI,2B,Undrafted,6/22/2019,1995-09-11,24.136986301369863,24
Locastro,Tim,ARI,LF,2013,9/29/2017,1992-07-14,27.2986301369863,27
López,Yoan,ARI,P,Undrafted,9/09/2018,1993-01-02,26.827397260273973,26
